4.6280,5.7078,2.6145,0.1779,0.4167,-3.4629,11.7914,3.0287,-3.1819,-1.7497,0.3171,-3.3374,point_left_1
0.7302,5.9640,1.9513,0.0127,0.8605,-4.3172,7.9487,2.2098,1.0989,-2.0252,1.1187,-4.2112,point_left_1
-1.9034,5.5952,4.3527,0.3471,2.2980,-4.1014,5.4660,3.8164,1.7957,-1.2532,2.5868,-3.5222,point_left_1
-2.3439,4.8842,4.5586,0.2204,0.8222,-3.8377,5.5354,4.5442,-0.2538,-1.7110,0.2246,-3.9181,point_left_1
-3.4979,4.8842,0.8787,0.2402,1.0239,-4.0368,1.1995,2.9712,3.8235,-1.8381,1.7597,-3.7766,point_left_1
-4.6759,3.9768,1.7142,-0.0501,1.7814,-3.6669,2.2721,5.0422,0.9792,-1.5364,1.6598,-3.3685,point_left_1
-8.1954,6.0645,0.2969,-0.6626,1.4566,-3.3685,-3.5937,5.0973,5.0230,-1.7225,2.5197,-3.2688,point_left_1
-9.6391,4.8147,4.8123,-0.3573,1.9721,-2.0478,-2.5738,6.7995,6.0334,-0.9197,2.4686,-1.2845,point_left_1
-9.2440,5.2840,3.2346,-0.1855,-0.0079,-1.3110,-2.8252,7.0749,6.4212,-0.7695,-0.1468,-0.9803,point_left_1
-8.8035,5.0398,3.6871,-0.1283,-0.3104,-0.6784,-1.3216,7.2832,6.6439,-0.6165,-0.1267,-0.4851,point_left_1
-8.5688,4.8914,3.3088,-0.1821,-0.4739,-0.3445,-0.8475,7.2951,6.4476,-0.4000,-0.4990,-0.1973,point_left_1
-7.7979,4.5203,3.9289,-0.1919,-0.0887,-0.1951,-0.5411,6.8043,6.7373,-0.2821,0.0493,-0.0851,point_left_1
-7.4029,4.4221,3.8331,0.0124,-0.1364,-0.0392,-0.2179,7.0701,5.7916,-0.0570,-0.2475,-0.1355,point_left_1
-7.8410,4.7118,2.9329,-0.0679,0.0241,0.1030,-1.0702,6.7780,6.3925,0.0560,0.0867,-0.0043,point_left_1
-7.8602,4.4652,3.6799,0.1260,0.0144,0.1992,-0.5986,6.7732,6.3973,0.1677,-0.0729,0.0726,point_left_1
-7.9823,4.8459,3.0933,0.0954,-0.1749,0.4061,-1.2091,7.0366,5.9424,0.2122,-0.2198,0.2325,point_left_1
-8.4994,4.9105,3.7469,0.1543,-0.2397,0.7738,-2.0183,6.8833,6.4739,0.4056,-0.3627,0.6226,point_left_1
-8.4635,4.9728,3.8211,0.2643,-0.6455,1.2103,-1.5897,7.0820,5.7581,0.5854,-0.9310,1.0015,point_left_1
-8.1355,5.4013,2.7078,0.3264,-0.8219,1.6192,-1.5443,7.2161,5.3965,0.7854,-1.0669,1.3999,point_left_1
-7.6758,5.8730,2.6695,0.1460,-0.8299,2.0916,-0.9840,6.4715,6.0454,0.9844,-1.0204,1.9642,point_left_1
-5.9664,5.6072,4.4604,0.0954,-0.9309,2.5123,1.0822,6.5434,3.9073,1.1936,-1.2993,2.5406,point_left_1
