-1.4916,-1.1708,7.9559,-0.0846,-0.0028,-0.0124,-6.3494,-5.8347,2.8252,-0.0536,0.0000,-0.0009
-1.5060,-1.1732,7.9320,-0.0661,0.0101,-0.0145,-6.3638,-5.8395,2.7581,-0.0418,0.0357,-0.0039
-1.4748,-1.1444,8.0230,-0.0659,-0.0292,-0.0152,-6.3542,-5.8873,2.8946,-0.0370,-0.0226,0.0003
-1.4653,-1.2043,8.0349,-0.0795,-0.0031,-0.0124,-6.4260,-5.8419,2.8467,-0.0468,0.0012,-0.0005
-1.5203,-1.1684,7.9631,-0.0794,0.0049,-0.0104,-6.3351,-5.8275,2.8252,-0.0556,0.0120,-0.0016
-1.5538,-1.2450,7.9559,-0.0727,-0.0285,-0.0148,-6.3734,-5.8490,2.7797,-0.0321,-0.0152,-0.0015
-1.4916,-1.1277,8.0445,-0.0771,-0.0289,-0.0131,-6.3518,-5.8275,2.9161,-0.0392,-0.0185,-0.0041
-1.4485,-1.1779,7.9942,-0.0763,0.0087,-0.0163,-6.3877,-5.8395,2.7940,-0.0526,0.0241,-0.0035
-1.5179,-1.1971,8.0254,-0.0810,-0.0209,-0.0129,-6.3877,-5.8395,2.8180,-0.0394,-0.0216,-0.0015
-1.5347,-1.1875,7.9966,-0.0703,-0.0180,-0.0168,-6.3351,-5.8323,2.8156,-0.0416,-0.0107,-0.0047
-1.4892,-1.2043,8.0014,-0.0785,-0.0209,-0.0133,-6.3662,-5.8371,2.7749,-0.0437,-0.0105,-0.0004
-1.4605,-1.2043,7.9440,-0.0777,-0.0040,-0.0155,-6.3207,-5.8490,2.8754,-0.0486,0.0001,-0.0024
-1.4772,-1.1971,7.8434,-0.0742,-0.0187,-0.0188,-6.3207,-5.8299,2.7773,-0.0418,-0.0043,-0.0073
-1.4796,-1.1588,7.8817,-0.0755,-0.0171,-0.0148,-6.3398,-5.8610,2.8060,-0.0398,-0.0075,-0.0044
-1.4772,-1.2402,8.0182,-0.0791,-0.0125,-0.0103,-6.3925,-5.8634,2.8108,-0.0412,0.0017,-0.0067
-1.4916,-1.1372,8.0230,-0.0717,-0.0175,-0.0121,-6.3351,-5.8203,2.9066,-0.0402,0.0149,-0.0036
-1.5083,-1.0606,7.9416,-0.0761,-0.0035,-0.0145,-6.3877,-5.7916,2.8659,-0.0585,0.0089,0.0009
-1.4988,-1.1947,7.9727,-0.0795,0.0127,-0.0265,-6.3542,-5.8490,2.7438,-0.0695,0.0354,-0.0028
-1.5945,-1.1277,7.9057,-0.0682,-0.0220,-0.0390,-6.4093,-5.8466,2.8587,-0.0441,0.0131,0.0004
-1.4533,-1.1971,7.9440,-0.0714,-0.0350,-0.0348,-6.3398,-5.8538,2.8467,-0.0366,-0.0075,0.0011
-1.5012,-1.1827,7.9368,-0.0737,0.0107,-0.0151,-6.3446,-5.8873,2.8252,-0.0490,0.0273,-0.0037
-1.5562,-1.1732,7.8889,-0.0705,0.0137,-0.0060,-6.3877,-5.8634,2.8084,-0.0480,0.0233,-0.0023
-1.5203,-1.1899,7.9942,-0.0773,-0.0036,-0.0031,-6.4021,-5.8562,2.7773,-0.0456,-0.0075,-0.0033
-1.4317,-1.2210,7.8219,-0.0786,-0.0191,0.0029,-6.3446,-5.8514,2.7964,-0.0469,-0.0049,-0.0140
-1.5012,-1.1420,7.9176,-0.0691,-0.0269,-0.0088,-6.4620,-5.8610,2.8683,-0.0408,-0.0140,-0.0071
-1.5275,-1.1756,7.9535,-0.0753,-0.0055,-0.0080,-6.3662,-5.8131,2.8060,-0.0480,0.0215,-0.0031
-1.5179,-1.2067,7.9918,-0.0779,-0.0103,-0.0155,-6.3303,-5.8466,2.8419,-0.0406,0.0128,-0.0071
-1.5251,-1.2474,7.9344,-0.0802,-0.0261,-0.0161,-6.3614,-5.8251,2.9042,-0.0422,-0.0289,-0.0016
-1.4844,-1.1636,7.9655,-0.0731,0.0053,-0.0085,-6.3327,-5.8826,2.8204,-0.0484,0.0215,-0.0069
-1.5299,-1.1349,8.0158,-0.0758,-0.0101,-0.0120,-6.3590,-5.8634,2.8659,-0.0416,0.0015,-0.0043
